id,date,item,sales
5052,2016-11-01,3,50
5053,2016-11-02,3,41
5054,2016-11-03,3,44
5055,2016-11-04,3,46
5056,2016-11-05,3,49
5057,2016-11-06,3,61
5058,2016-11-07,3,41
5059,2016-11-08,3,47
5060,2016-11-09,3,43
5061,2016-11-10,3,46
5062,2016-11-11,3,42
5063,2016-11-12,3,61
5064,2016-11-13,3,58
5065,2016-11-14,3,35
5066,2016-11-15,3,54
5067,2016-11-16,3,33
5068,2016-11-17,3,39
5069,2016-11-18,3,46
5070,2016-11-19,3,51
5071,2016-11-20,3,64
5072,2016-11-21,3,42
5073,2016-11-22,3,47
5074,2016-11-23,3,39
5075,2016-11-24,3,39
5076,2016-11-25,3,51
5077,2016-11-26,3,49
5078,2016-11-27,3,48
5079,2016-11-28,3,31
5080,2016-11-29,3,44
5081,2016-11-30,3,37
5082,2016-12-01,3,19
5083,2016-12-02,3,31
5084,2016-12-03,3,37
5085,2016-12-04,3,47
5086,2016-12-05,3,28
5087,2016-12-06,3,44
5088,2016-12-07,3,27
5089,2016-12-08,3,34
5090,2016-12-09,3,31
5091,2016-12-10,3,45
5092,2016-12-11,3,31
5093,2016-12-12,3,31
5094,2016-12-13,3,28
5095,2016-12-14,3,23
5096,2016-12-15,3,33
5097,2016-12-16,3,29
5098,2016-12-17,3,39
5099,2016-12-18,3,43
5100,2016-12-19,3,22
5101,2016-12-20,3,40
5102,2016-12-21,3,39
5103,2016-12-22,3,34
5104,2016-12-23,3,38
5105,2016-12-24,3,36
5106,2016-12-25,3,49
5107,2016-12-26,3,35
5108,2016-12-27,3,37
5109,2016-12-28,3,35
5110,2016-12-29,3,29
5111,2016-12-30,3,43
5112,2016-12-31,3,42
5113,2017-01-01,3,42
5114,2017-01-02,3,28
5115,2017-01-03,3,26
5116,2017-01-04,3,28
5117,2017-01-05,3,38
5118,2017-01-06,3,22
5119,2017-01-07,3,41
5120,2017-01-08,3,40
5121,2017-01-09,3,24
5122,2017-01-10,3,46
5123,2017-01-11,3,27
5124,2017-01-12,3,26
5125,2017-01-13,3,33
5126,2017-01-14,3,39
5127,2017-01-15,3,46
5128,2017-01-16,3,25
5129,2017-01-17,3,29
5130,2017-01-18,3,28
5131,2017-01-19,3,31
5132,2017-01-20,3,45
5133,2017-01-21,3,36
5134,2017-01-22,3,36
5135,2017-01-23,3,25
5136,2017-01-24,3,30
5137,2017-01-25,3,32
5138,2017-01-26,3,33
5139,2017-01-27,3,39
5140,2017-01-28,3,27
5141,2017-01-29,3,37
5142,2017-01-30,3,23
5143,2017-01-31,3,32
5144,2017-02-01,3,35
5145,2017-02-02,3,37
5146,2017-02-03,3,36
5147,2017-02-04,3,48
5148,2017-02-05,3,44
5149,2017-02-06,3,25
5150,2017-02-07,3,38
5151,2017-02-08,3,34
5152,2017-02-09,3,43
5153,2017-02-10,3,31
5154,2017-02-11,3,49
5155,2017-02-12,3,45
5156,2017-02-13,3,23
5157,2017-02-14,3,30
5158,2017-02-15,3,33
5159,2017-02-16,3,48
5160,2017-02-17,3,38
5161,2017-02-18,3,47
5162,2017-02-19,3,33
5163,2017-02-20,3,23
5164,2017-02-21,3,41
5165,2017-02-22,3,23
5166,2017-02-23,3,28
5167,2017-02-24,3,32
5168,2017-02-25,3,34
5169,2017-02-26,3,24
5170,2017-02-27,3,31
5171,2017-02-28,3,33
5172,2017-03-01,3,36
5173,2017-03-02,3,42
5174,2017-03-03,3,37
5175,2017-03-04,3,46
5176,2017-03-05,3,47
5177,2017-03-06,3,33
5178,2017-03-07,3,43
5179,2017-03-08,3,49
5180,2017-03-09,3,49
5181,2017-03-10,3,53
5182,2017-03-11,3,50
5183,2017-03-12,3,45
5184,2017-03-13,3,30
5185,2017-03-14,3,45
5186,2017-03-15,3,36
5187,2017-03-16,3,40
5188,2017-03-17,3,39
5189,2017-03-18,3,57
5190,2017-03-19,3,65
5191,2017-03-20,3,44
5192,2017-03-21,3,52
5193,2017-03-22,3,33
5194,2017-03-23,3,38
5195,2017-03-24,3,47
5196,2017-03-25,3,48
5197,2017-03-26,3,57
5198,2017-03-27,3,31
5199,2017-03-28,3,49
5200,2017-03-29,3,37
5201,2017-03-30,3,51
5202,2017-03-31,3,54
5203,2017-04-01,3,53
5204,2017-04-02,3,56
5205,2017-04-03,3,39
5206,2017-04-04,3,55
5207,2017-04-05,3,51
5208,2017-04-06,3,51
5209,2017-04-07,3,64
5210,2017-04-08,3,48
5211,2017-04-09,3,61
5212,2017-04-10,3,42
5213,2017-04-11,3,49
5214,2017-04-12,3,44
5215,2017-04-13,3,45
5216,2017-04-14,3,52
5217,2017-04-15,3,58
5218,2017-04-16,3,58
5219,2017-04-17,3,43
5220,2017-04-18,3,62
5221,2017-04-19,3,38
5222,2017-04-20,3,55
5223,2017-04-21,3,56
5224,2017-04-22,3,67
5225,2017-04-23,3,56
5226,2017-04-24,3,41
5227,2017-04-25,3,28
5228,2017-04-26,3,54
5229,2017-04-27,3,51
5230,2017-04-28,3,50
5231,2017-04-29,3,59
5232,2017-04-30,3,62
5233,2017-05-01,3,36
5234,2017-05-02,3,39
5235,2017-05-03,3,52
5236,2017-05-04,3,44
5237,2017-05-05,3,57
5238,2017-05-06,3,66
5239,2017-05-07,3,67
5240,2017-05-08,3,41
5241,2017-05-09,3,47
5242,2017-05-10,3,43
5243,2017-05-11,3,50
5244,2017-05-12,3,50
5245,2017-05-13,3,63
5246,2017-05-14,3,60
5247,2017-05-15,3,53
5248,2017-05-16,3,61
5249,2017-05-17,3,61
5250,2017-05-18,3,49
5251,2017-05-19,3,61
5252,2017-05-20,3,63
5253,2017-05-21,3,66
5254,2017-05-22,3,54
5255,2017-05-23,3,35
5256,2017-05-24,3,53
5257,2017-05-25,3,56
5258,2017-05-26,3,66
5259,2017-05-27,3,58
5260,2017-05-28,3,66
5261,2017-05-29,3,39
5262,2017-05-30,3,51
5263,2017-05-31,3,50
5264,2017-06-01,3,51
5265,2017-06-02,3,45
5266,2017-06-03,3,57
5267,2017-06-04,3,76
5268,2017-06-05,3,46
5269,2017-06-06,3,51
5270,2017-06-07,3,51
5271,2017-06-08,3,49
5272,2017-06-09,3,76
5273,2017-06-10,3,58
5274,2017-06-11,3,60
5275,2017-06-12,3,41
5276,2017-06-13,3,51
5277,2017-06-14,3,54
5278,2017-06-15,3,73
5279,2017-06-16,3,58
5280,2017-06-17,3,59
5281,2017-06-18,3,73
5282,2017-06-19,3,49
5283,2017-06-20,3,53
5284,2017-06-21,3,49
5285,2017-06-22,3,54
5286,2017-06-23,3,60
5287,2017-06-24,3,58
5288,2017-06-25,3,56
5289,2017-06-26,3,46
5290,2017-06-27,3,58
5291,2017-06-28,3,72
5292,2017-06-29,3,50
5293,2017-06-30,3,59
5294,2017-07-01,3,64
5295,2017-07-02,3,79
5296,2017-07-03,3,59
5297,2017-07-04,3,65
5298,2017-07-05,3,60
5299,2017-07-06,3,67
5300,2017-07-07,3,73
5301,2017-07-08,3,58
5302,2017-07-09,3,64
5303,2017-07-10,3,48
5304,2017-07-11,3,70
5305,2017-07-12,3,58
5306,2017-07-13,3,49
5307,2017-07-14,3,64
5308,2017-07-15,3,62
5309,2017-07-16,3,62
5310,2017-07-17,3,42
5311,2017-07-18,3,51
5312,2017-07-19,3,52
5313,2017-07-20,3,64
5314,2017-07-21,3,61
5315,2017-07-22,3,62
5316,2017-07-23,3,73
5317,2017-07-24,3,43
5318,2017-07-25,3,52
5319,2017-07-26,3,55
5320,2017-07-27,3,58
5321,2017-07-28,3,63
5322,2017-07-29,3,58
5323,2017-07-30,3,76
5324,2017-07-31,3,38
5325,2017-08-01,3,50
5326,2017-08-02,3,46
5327,2017-08-03,3,31
5328,2017-08-04,3,61
5329,2017-08-05,3,61
5330,2017-08-06,3,50
5331,2017-08-07,3,39
5332,2017-08-08,3,50
5333,2017-08-09,3,51
5334,2017-08-10,3,48
5335,2017-08-11,3,54
5336,2017-08-12,3,65
5337,2017-08-13,3,49
5338,2017-08-14,3,40
5339,2017-08-15,3,53
5340,2017-08-16,3,49
5341,2017-08-17,3,48
5342,2017-08-18,3,59
5343,2017-08-19,3,65
5344,2017-08-20,3,58
5345,2017-08-21,3,40
5346,2017-08-22,3,42
5347,2017-08-23,3,57
5348,2017-08-24,3,45
5349,2017-08-25,3,69
5350,2017-08-26,3,63
5351,2017-08-27,3,68
5352,2017-08-28,3,53
5353,2017-08-29,3,56
5354,2017-08-30,3,52
5355,2017-08-31,3,52
5356,2017-09-01,3,46
5357,2017-09-02,3,52
5358,2017-09-03,3,55
5359,2017-09-04,3,28
5360,2017-09-05,3,45
5361,2017-09-06,3,40
5362,2017-09-07,3,48
5363,2017-09-08,3,57
5364,2017-09-09,3,55
5365,2017-09-10,3,61
5366,2017-09-11,3,38
5367,2017-09-12,3,42
5368,2017-09-13,3,52
5369,2017-09-14,3,52
5370,2017-09-15,3,51
5371,2017-09-16,3,59
5372,2017-09-17,3,52
5373,2017-09-18,3,50
5374,2017-09-19,3,38
5375,2017-09-20,3,50
5376,2017-09-21,3,57
5377,2017-09-22,3,48
5378,2017-09-23,3,51
5379,2017-09-24,3,48
5380,2017-09-25,3,37
5381,2017-09-26,3,49
5382,2017-09-27,3,38
5383,2017-09-28,3,53
5384,2017-09-29,3,50
5385,2017-09-30,3,59
5386,2017-10-01,3,45
5387,2017-10-02,3,41
5388,2017-10-03,3,43
5389,2017-10-04,3,35
5390,2017-10-05,3,41
5391,2017-10-06,3,57
5392,2017-10-07,3,58
5393,2017-10-08,3,52
5394,2017-10-09,3,31
5395,2017-10-10,3,48
5396,2017-10-11,3,45
5397,2017-10-12,3,43
5398,2017-10-13,3,57
5399,2017-10-14,3,64
5400,2017-10-15,3,53
5401,2017-10-16,3,37
5402,2017-10-17,3,34
5403,2017-10-18,3,44
5404,2017-10-19,3,39
5405,2017-10-20,3,57
5406,2017-10-21,3,51
5407,2017-10-22,3,53
5408,2017-10-23,3,27
5409,2017-10-24,3,44
5410,2017-10-25,3,53
5411,2017-10-26,3,41
5412,2017-10-27,3,39
5413,2017-10-28,3,38
5414,2017-10-29,3,44
5415,2017-10-30,3,39
5416,2017-10-31,3,54
5417,2017-11-01,3,38
5418,2017-11-02,3,63
5419,2017-11-03,3,50
5420,2017-11-04,3,50
5421,2017-11-05,3,42
5422,2017-11-06,3,52
5423,2017-11-07,3,32
5424,2017-11-08,3,43
5425,2017-11-09,3,48
5426,2017-11-10,3,70
5427,2017-11-11,3,55
5428,2017-11-12,3,62
5429,2017-11-13,3,40
5430,2017-11-14,3,43
5431,2017-11-15,3,49
5432,2017-11-16,3,51
5433,2017-11-17,3,43
5434,2017-11-18,3,48
5435,2017-11-19,3,61
5436,2017-11-20,3,32
5437,2017-11-21,3,49
5438,2017-11-22,3,52
5439,2017-11-23,3,61
5440,2017-11-24,3,55
5441,2017-11-25,3,55
5442,2017-11-26,3,47
5443,2017-11-27,3,38
5444,2017-11-28,3,46
5445,2017-11-29,3,42
5446,2017-11-30,3,48
5447,2017-12-01,3,45
5448,2017-12-02,3,32
5449,2017-12-03,3,30
5450,2017-12-04,3,26
5451,2017-12-05,3,33
5452,2017-12-06,3,43
5453,2017-12-07,3,30
5454,2017-12-08,3,53
5455,2017-12-09,3,50
5456,2017-12-10,3,55
5457,2017-12-11,3,27
5458,2017-12-12,3,38
5459,2017-12-13,3,22
5460,2017-12-14,3,30
5461,2017-12-15,3,42
5462,2017-12-16,3,46
5463,2017-12-17,3,35
5464,2017-12-18,3,30
5465,2017-12-19,3,54
5466,2017-12-20,3,22
5467,2017-12-21,3,41
5468,2017-12-22,3,49
5469,2017-12-23,3,37
5470,2017-12-24,3,36
5471,2017-12-25,3,33
5472,2017-12-26,3,35
5473,2017-12-27,3,40
5474,2017-12-28,3,30
5475,2017-12-29,3,32
5476,2017-12-30,3,30
5477,2017-12-31,3,35
5478,2013-01-01,4,9
5479,2013-01-02,4,15
5480,2013-01-03,4,9
5481,2013-01-04,4,16
5482,2013-01-05,4,16
5483,2013-01-06,4,13
5484,2013-01-07,4,11
5485,2013-01-08,4,11
5486,2013-01-09,4,16
5487,2013-01-10,4,11
5488,2013-01-11,4,11
5489,2013-01-12,4,18
5490,2013-01-13,4,11
5491,2013-01-14,4,15
5492,2013-01-15,4,9
5493,2013-01-16,4,17
5494,2013-01-17,4,9
5495,2013-01-18,4,14
5496,2013-01-19,4,12
5497,2013-01-20,4,13
5498,2013-01-21,4,11
5499,2013-01-22,4,12
5500,2013-01-23,4,11
5501,2013-01-24,4,11
5502,2013-01-25,4,11
5503,2013-01-26,4,25
5504,2013-01-27,4,21
5505,2013-01-28,4,10
5506,2013-01-29,4,10
5507,2013-01-30,4,10
5508,2013-01-31,4,13
5509,2013-02-01,4,20
5510,2013-02-02,4,16
5511,2013-02-03,4,19
5512,2013-02-04,4,13
5513,2013-02-05,4,12
5514,2013-02-06,4,16
5515,2013-02-07,4,17
5516,2013-02-08,4,15
5517,2013-02-09,4,13
5518,2013-02-10,4,13
5519,2013-02-11,4,13
5520,2013-02-12,4,10
5521,2013-02-13,4,15
5522,2013-02-14,4,19
5523,2013-02-15,4,17
5524,2013-02-16,4,7
5525,2013-02-17,4,23
5526,2013-02-18,4,14
5527,2013-02-19,4,15
5528,2013-02-20,4,15
5529,2013-02-21,4,16
5530,2013-02-22,4,13
5531,2013-02-23,4,21
5532,2013-02-24,4,25
5533,2013-02-25,4,11
5534,2013-02-26,4,18
5535,2013-02-27,4,16
5536,2013-02-28,4,13
5537,2013-03-01,4,18
5538,2013-03-02,4,24
5539,2013-03-03,4,28
5540,2013-03-04,4,19
5541,2013-03-05,4,19
5542,2013-03-06,4,15
5543,2013-03-07,4,16
5544,2013-03-08,4,21
5545,2013-03-09,4,19
5546,2013-03-10,4,18
5547,2013-03-11,4,13
5548,2013-03-12,4,19
5549,2013-03-13,4,23
5550,2013-03-14,4,22
5551,2013-03-15,4,20
5552,2013-03-16,4,24
5553,2013-03-17,4,25
5554,2013-03-18,4,13
5555,2013-03-19,4,14
5556,2013-03-20,4,19
5557,2013-03-21,4,24
5558,2013-03-22,4,17
5559,2013-03-23,4,19
5560,2013-03-24,4,26
5561,2013-03-25,4,18
5562,2013-03-26,4,18
5563,2013-03-27,4,16
5564,2013-03-28,4,32
5565,2013-03-29,4,19
5566,2013-03-30,4,21
5567,2013-03-31,4,20
5568,2013-04-01,4,26
5569,2013-04-02,4,27
5570,2013-04-03,4,26
5571,2013-04-04,4,19
5572,2013-04-05,4,25
5573,2013-04-06,4,26
5574,2013-04-07,4,25
5575,2013-04-08,4,14
5576,2013-04-09,4,23
5577,2013-04-10,4,28
5578,2013-04-11,4,20
5579,2013-04-12,4,23
5580,2013-04-13,4,33
5581,2013-04-14,4,25
5582,2013-04-15,4,21
5583,2013-04-16,4,23
5584,2013-04-17,4,19
5585,2013-04-18,4,25
5586,2013-04-19,4,26
5587,2013-04-20,4,27
5588,2013-04-21,4,26
5589,2013-04-22,4,16
5590,2013-04-23,4,11
5591,2013-04-24,4,19
5592,2013-04-25,4,29
5593,2013-04-26,4,29
5594,2013-04-27,4,21
5595,2013-04-28,4,27
5596,2013-04-29,4,19
5597,2013-04-30,4,24
5598,2013-05-01,4,15
5599,2013-05-02,4,27
5600,2013-05-03,4,24
5601,2013-05-04,4,23
5602,2013-05-05,4,40
5603,2013-05-06,4,19
5604,2013-05-07,4,27
5605,2013-05-08,4,25
5606,2013-05-09,4,32
5607,2013-05-10,4,32
5608,2013-05-11,4,23
5609,2013-05-12,4,25
5610,2013-05-13,4,25
5611,2013-05-14,4,23
5612,2013-05-15,4,22
5613,2013-05-16,4,18
5614,2013-05-17,4,19
5615,2013-05-18,4,28
5616,2013-05-19,4,30
5617,2013-05-20,4,16
5618,2013-05-21,4,19
5619,2013-05-22,4,24
5620,2013-05-23,4,24
5621,2013-05-24,4,24
5622,2013-05-25,4,26
5623,2013-05-26,4,27
5624,2013-05-27,4,12
5625,2013-05-28,4,17
5626,2013-05-29,4,24
5627,2013-05-30,4,23
5628,2013-05-31,4,32
5629,2013-06-01,4,31
5630,2013-06-02,4,35
5631,2013-06-03,4,32
5632,2013-06-04,4,28
5633,2013-06-05,4,20
5634,2013-06-06,4,21
5635,2013-06-07,4,24
5636,2013-06-08,4,26
5637,2013-06-09,4,26
5638,2013-06-10,4,19
5639,2013-06-11,4,17
5640,2013-06-12,4,23
5641,2013-06-13,4,22
5642,2013-06-14,4,26
5643,2013-06-15,4,23
5644,2013-06-16,4,21
5645,2013-06-17,4,18
5646,2013-06-18,4,19
5647,2013-06-19,4,23
5648,2013-06-20,4,24
5649,2013-06-21,4,30
5650,2013-06-22,4,25
5651,2013-06-23,4,37
5652,2013-06-24,4,21
5653,2013-06-25,4,20
5654,2013-06-26,4,23
5655,2013-06-27,4,25
5656,2013-06-28,4,27
5657,2013-06-29,4,28
5658,2013-06-30,4,24
5659,2013-07-01,4,25
5660,2013-07-02,4,26
5661,2013-07-03,4,33
5662,2013-07-04,4,22
5663,2013-07-05,4,26
5664,2013-07-06,4,27
5665,2013-07-07,4,26
5666,2013-07-08,4,27
5667,2013-07-09,4,17
5668,2013-07-10,4,21
5669,2013-07-11,4,36
5670,2013-07-12,4,38
5671,2013-07-13,4,32
5672,2013-07-14,4,33
5673,2013-07-15,4,22
5674,2013-07-16,4,24
5675,2013-07-17,4,26
5676,2013-07-18,4,26
5677,2013-07-19,4,36
5678,2013-07-20,4,31
5679,2013-07-21,4,26
5680,2013-07-22,4,17
5681,2013-07-23,4,31
5682,2013-07-24,4,24
5683,2013-07-25,4,25
5684,2013-07-26,4,40
5685,2013-07-27,4,28
5686,2013-07-28,4,36
5687,2013-07-29,4,26
5688,2013-07-30,4,20
5689,2013-07-31,4,20
5690,2013-08-01,4,20
5691,2013-08-02,4,34
5692,2013-08-03,4,28
5693,2013-08-04,4,29
5694,2013-08-05,4,20
5695,2013-08-06,4,24
5696,2013-08-07,4,23
5697,2013-08-08,4,20
5698,2013-08-09,4,29
5699,2013-08-10,4,30
5700,2013-08-11,4,27
5701,2013-08-12,4,23
5702,2013-08-13,4,16
5703,2013-08-14,4,32
5704,2013-08-15,4,23
5705,2013-08-16,4,21
5706,2013-08-17,4,29
5707,2013-08-18,4,36
5708,2013-08-19,4,20
5709,2013-08-20,4,21
5710,2013-08-21,4,24
5711,2013-08-22,4,19
5712,2013-08-23,4,23
5713,2013-08-24,4,25
5714,2013-08-25,4,26
5715,2013-08-26,4,26
5716,2013-08-27,4,32
5717,2013-08-28,4,24
5718,2013-08-29,4,19
5719,2013-08-30,4,22
5720,2013-08-31,4,25
5721,2013-09-01,4,24
5722,2013-09-02,4,23
5723,2013-09-03,4,11
5724,2013-09-04,4,16
5725,2013-09-05,4,23
5726,2013-09-06,4,18
5727,2013-09-07,4,24
5728,2013-09-08,4,29
5729,2013-09-09,4,21
5730,2013-09-10,4,18
5731,2013-09-11,4,15
5732,2013-09-12,4,33
5733,2013-09-13,4,33
5734,2013-09-14,4,30
5735,2013-09-15,4,17
5736,2013-09-16,4,24
5737,2013-09-17,4,21
5738,2013-09-18,4,23
5739,2013-09-19,4,28
5740,2013-09-20,4,20
5741,2013-09-21,4,26
5742,2013-09-22,4,37
5743,2013-09-23,4,14
5744,2013-09-24,4,30
5745,2013-09-25,4,26
5746,2013-09-26,4,19
5747,2013-09-27,4,26
5748,2013-09-28,4,29
5749,2013-09-29,4,28
5750,2013-09-30,4,12
5751,2013-10-01,4,20
5752,2013-10-02,4,31
5753,2013-10-03,4,23
5754,2013-10-04,4,12
5755,2013-10-05,4,22
5756,2013-10-06,4,24
5757,2013-10-07,4,16
5758,2013-10-08,4,19
5759,2013-10-09,4,16
5760,2013-10-10,4,21
5761,2013-10-11,4,16
5762,2013-10-12,4,21
5763,2013-10-13,4,26
5764,2013-10-14,4,15
5765,2013-10-15,4,16
5766,2013-10-16,4,16
5767,2013-10-17,4,23
5768,2013-10-18,4,26
5769,2013-10-19,4,30
5770,2013-10-20,4,29
5771,2013-10-21,4,15
5772,2013-10-22,4,24
5773,2013-10-23,4,23
5774,2013-10-24,4,17
5775,2013-10-25,4,19
5776,2013-10-26,4,16
5777,2013-10-27,4,27
5778,2013-10-28,4,16
5779,2013-10-29,4,16
5780,2013-10-30,4,16
5781,2013-10-31,4,23
5782,2013-11-01,4,29
5783,2013-11-02,4,27
5784,2013-11-03,4,30
5785,2013-11-04,4,15
5786,2013-11-05,4,27
5787,2013-11-06,4,27
5788,2013-11-07,4,15
5789,2013-11-08,4,28
5790,2013-11-09,4,20
5791,2013-11-10,4,27
5792,2013-11-11,4,8
5793,2013-11-12,4,15
5794,2013-11-13,4,17
5795,2013-11-14,4,24
5796,2013-11-15,4,18
5797,2013-11-16,4,20
5798,2013-11-17,4,30
5799,2013-11-18,4,22
5800,2013-11-19,4,24
5801,2013-11-20,4,19
5802,2013-11-21,4,22
5803,2013-11-22,4,25
5804,2013-11-23,4,20
5805,2013-11-24,4,34
5806,2013-11-25,4,26
5807,2013-11-26,4,16
5808,2013-11-27,4,20
5809,2013-11-28,4,20
5810,2013-11-29,4,28
5811,2013-11-30,4,21
5812,2013-12-01,4,24
5813,2013-12-02,4,11
5814,2013-12-03,4,15
5815,2013-12-04,4,18
5816,2013-12-05,4,15
5817,2013-12-06,4,18
5818,2013-12-07,4,16
5819,2013-12-08,4,17
5820,2013-12-09,4,16
5821,2013-12-10,4,19
5822,2013-12-11,4,13
5823,2013-12-12,4,10
5824,2013-12-13,4,17
5825,2013-12-14,4,17
5826,2013-12-15,4,26
5827,2013-12-16,4,8
5828,2013-12-17,4,15
5829,2013-12-18,4,16
5830,2013-12-19,4,17
5831,2013-12-20,4,24
5832,2013-12-21,4,20
5833,2013-12-22,4,23
5834,2013-12-23,4,3
5835,2013-12-24,4,12
5836,2013-12-25,4,13
5837,2013-12-26,4,16
5838,2013-12-27,4,10
5839,2013-12-28,4,11
5840,2013-12-29,4,27
5841,2013-12-30,4,16
5842,2013-12-31,4,18
5843,2014-01-01,4,17
5844,2014-01-02,4,17
5845,2014-01-03,4,17
5846,2014-01-04,4,16
5847,2014-01-05,4,16
5848,2014-01-06,4,12
5849,2014-01-07,4,17
5850,2014-01-08,4,18
5851,2014-01-09,4,17
5852,2014-01-10,4,18
5853,2014-01-11,4,17
5854,2014-01-12,4,25
5855,2014-01-13,4,14
5856,2014-01-14,4,16
5857,2014-01-15,4,13
5858,2014-01-16,4,18
5859,2014-01-17,4,10
5860,2014-01-18,4,23
5861,2014-01-19,4,18
5862,2014-01-20,4,17
5863,2014-01-21,4,14
5864,2014-01-22,4,23
5865,2014-01-23,4,19
5866,2014-01-24,4,12
5867,2014-01-25,4,17
5868,2014-01-26,4,18
5869,2014-01-27,4,13
5870,2014-01-28,4,19
5871,2014-01-29,4,15
5872,2014-01-30,4,13
5873,2014-01-31,4,18
5874,2014-02-01,4,16
5875,2014-02-02,4,15
5876,2014-02-03,4,23
5877,2014-02-04,4,15
5878,2014-02-05,4,18
5879,2014-02-06,4,21
5880,2014-02-07,4,19
5881,2014-02-08,4,28
5882,2014-02-09,4,14
5883,2014-02-10,4,8
5884,2014-02-11,4,18
5885,2014-02-12,4,17
5886,2014-02-13,4,17
5887,2014-02-14,4,25
5888,2014-02-15,4,22
5889,2014-02-16,4,22
5890,2014-02-17,4,13
5891,2014-02-18,4,20
5892,2014-02-19,4,12
5893,2014-02-20,4,18
5894,2014-02-21,4,17
5895,2014-02-22,4,20
5896,2014-02-23,4,15
5897,2014-02-24,4,17
5898,2014-02-25,4,17
5899,2014-02-26,4,14
5900,2014-02-27,4,16
5901,2014-02-28,4,21
5902,2014-03-01,4,27
5903,2014-03-02,4,23
5904,2014-03-03,4,14
5905,2014-03-04,4,14
5906,2014-03-05,4,20
5907,2014-03-06,4,21
5908,2014-03-07,4,17
5909,2014-03-08,4,26
5910,2014-03-09,4,34
5911,2014-03-10,4,25
5912,2014-03-11,4,22
5913,2014-03-12,4,14
5914,2014-03-13,4,24
5915,2014-03-14,4,28
5916,2014-03-15,4,20
5917,2014-03-16,4,29
5918,2014-03-17,4,24
5919,2014-03-18,4,31
5920,2014-03-19,4,14
5921,2014-03-20,4,20
5922,2014-03-21,4,25
5923,2014-03-22,4,24
5924,2014-03-23,4,24
5925,2014-03-24,4,17
5926,2014-03-25,4,22
5927,2014-03-26,4,22
5928,2014-03-27,4,20
5929,2014-03-28,4,18
5930,2014-03-29,4,26
5931,2014-03-30,4,24
5932,2014-03-31,4,16
5933,2014-04-01,4,22
5934,2014-04-02,4,23
5935,2014-04-03,4,23
5936,2014-04-04,4,27
5937,2014-04-05,4,27
5938,2014-04-06,4,34
5939,2014-04-07,4,16
5940,2014-04-08,4,32
5941,2014-04-09,4,17
5942,2014-04-10,4,16
5943,2014-04-11,4,27
5944,2014-04-12,4,19
5945,2014-04-13,4,29
5946,2014-04-14,4,19
5947,2014-04-15,4,20
5948,2014-04-16,4,20
5949,2014-04-17,4,19
5950,2014-04-18,4,30
5951,2014-04-19,4,33
5952,2014-04-20,4,32
5953,2014-04-21,4,16
5954,2014-04-22,4,22
5955,2014-04-23,4,19
5956,2014-04-24,4,18
5957,2014-04-25,4,17
5958,2014-04-26,4,29
5959,2014-04-27,4,25
5960,2014-04-28,4,25
5961,2014-04-29,4,24
5962,2014-04-30,4,17
5963,2014-05-01,4,27
5964,2014-05-02,4,18
5965,2014-05-03,4,27
5966,2014-05-04,4,26
5967,2014-05-05,4,28
5968,2014-05-06,4,19
5969,2014-05-07,4,30
5970,2014-05-08,4,26
5971,2014-05-09,4,31
5972,2014-05-10,4,23
5973,2014-05-11,4,32
5974,2014-05-12,4,27
5975,2014-05-13,4,24
5976,2014-05-14,4,31
5977,2014-05-15,4,33
5978,2014-05-16,4,31
5979,2014-05-17,4,24
5980,2014-05-18,4,44
5981,2014-05-19,4,19
5982,2014-05-20,4,21
5983,2014-05-21,4,31
5984,2014-05-22,4,20
5985,2014-05-23,4,22
5986,2014-05-24,4,26
5987,2014-05-25,4,33
5988,2014-05-26,4,16
5989,2014-05-27,4,23
5990,2014-05-28,4,22
5991,2014-05-29,4,32
5992,2014-05-30,4,28
5993,2014-05-31,4,33
5994,2014-06-01,4,28
5995,2014-06-02,4,23
5996,2014-06-03,4,32
5997,2014-06-04,4,30
5998,2014-06-05,4,34
5999,2014-06-06,4,32
6000,2014-06-07,4,31
6001,2014-06-08,4,33
6002,2014-06-09,4,24
6003,2014-06-10,4,32
6004,2014-06-11,4,26
6005,2014-06-12,4,29
6006,2014-06-13,4,26
6007,2014-06-14,4,33
6008,2014-06-15,4,30
6009,2014-06-16,4,20
6010,2014-06-17,4,28
6011,2014-06-18,4,25
6012,2014-06-19,4,32
6013,2014-06-20,4,35
6014,2014-06-21,4,31
6015,2014-06-22,4,35
6016,2014-06-23,4,25
6017,2014-06-24,4,24
6018,2014-06-25,4,24
6019,2014-06-26,4,23
6020,2014-06-27,4,36
6021,2014-06-28,4,30
6022,2014-06-29,4,41
6023,2014-06-30,4,14
6024,2014-07-01,4,33
6025,2014-07-02,4,21
6026,2014-07-03,4,33
6027,2014-07-04,4,40
6028,2014-07-05,4,38
6029,2014-07-06,4,46
6030,2014-07-07,4,24
6031,2014-07-08,4,25
6032,2014-07-09,4,34
6033,2014-07-10,4,32
6034,2014-07-11,4,34
6035,2014-07-12,4,34
6036,2014-07-13,4,34
6037,2014-07-14,4,23
6038,2014-07-15,4,28
6039,2014-07-16,4,25
6040,2014-07-17,4,28
6041,2014-07-18,4,32
6042,2014-07-19,4,32
6043,2014-07-20,4,36
6044,2014-07-21,4,23
6045,2014-07-22,4,36
6046,2014-07-23,4,30
6047,2014-07-24,4,19
6048,2014-07-25,4,34
6049,2014-07-26,4,32
6050,2014-07-27,4,41
